City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Weather
456,Porto Novo,BJ,6.4965,2.6036,75.81,89,69,3.51,broken clouds
457,Russell,US,32.3502,-85.1999,63.63,100,40,0.0,mist
458,Stara Zagora,BG,42.4328,25.6419,32.4,84,46,4.09,scattered clouds
459,Hofn,IS,64.2539,-15.2082,27.57,65,95,13.35,overcast clouds
460,Kapit,MY,2.0167,112.9333,87.82,62,96,3.02,overcast clouds
461,Lhokseumawe,ID,5.1801,97.1507,79.86,77,91,2.75,overcast clouds
462,Minudasht,IR,37.2289,55.3747,45.97,87,100,6.91,light rain
463,Taywarah,AF,33.35,64.4167,18.32,76,94,8.08,overcast clouds
464,Brigantine,US,39.4101,-74.3646,36.01,93,100,3.44,overcast clouds
465,Hranice,CZ,49.548,17.7347,39.49,89,99,17.83,overcast clouds
466,Monroe,US,43.1501,-77.6831,20.5,82,75,4.61,broken clouds
467,Los Llanos De Aridane,ES,28.6585,-17.9182,56.95,73,75,8.05,broken clouds
468,Yeniseysk,RU,58.4497,92.1703,3.54,98,100,2.35,overcast clouds
469,Vysokogornyy,RU,50.1167,139.15,2.32,82,85,3.69,overcast clouds
470,Melville,US,40.7934,-73.4151,36.57,60,100,8.05,overcast clouds
471,Aberdeen,GB,57.1437,-2.0981,41.49,83,75,17.27,moderate rain
472,Amiens,FR,49.9,2.3,43.79,90,32,11.59,scattered clouds
473,Haverfordwest,GB,51.8017,-4.9691,46.06,79,44,4.0,scattered clouds
474,Yumen,CN,40.2833,97.2,23.18,34,100,5.41,overcast clouds
475,Arman,RU,59.7,150.1667,10.02,93,100,6.67,light snow
476,Port-Cartier,CA,50.0334,-66.8654,2.88,91,3,8.77,clear sky
477,Poso,ID,-1.3959,120.7524,78.96,89,100,4.56,overcast clouds
478,Kirakira,SB,-10.4544,161.9205,83.26,76,100,8.19,overcast clouds
479,Aklavik,CA,68.2191,-135.0107,-32.26,100,69,4.99,broken clouds
480,Flin Flon,CA,54.7682,-101.865,-27.24,100,65,3.38,broken clouds
481,Morondava,MG,-20.2833,44.2833,78.57,84,100,8.75,overcast clouds
482,Walvis Bay,NA,-22.9575,14.5053,65.08,82,100,6.91,overcast clouds
483,Nyurba,RU,63.2842,118.3319,-27.45,97,95,6.04,overcast clouds
484,Agdam,AZ,39.991,46.9274,36.7,90,78,1.12,broken clouds
485,Weihai,CN,37.5017,122.1136,30.9,51,70,25.46,broken clouds
486,Drumnadrochit,GB,57.3344,-4.4799,40.69,92,100,16.04,light rain
487,Eyl,SO,7.9803,49.8164,71.53,81,49,12.28,scattered clouds
488,Coihaique,CL,-45.5752,-72.0662,59.61,54,0,3.44,clear sky
489,Bati,ET,11.1833,40.0167,57.85,51,2,2.82,clear sky
490,Orlik,RU,52.5178,99.825,-6.02,87,28,1.86,scattered clouds
491,Bonnyville,CA,54.2668,-110.735,-2.4,97,100,1.48,overcast clouds
492,Bokoro,TD,12.3807,17.0568,72.59,21,92,12.21,overcast clouds
493,Sarandi,BR,-23.4436,-51.8739,67.55,100,75,10.36,broken clouds
494,Makakilo City,US,21.3469,-158.0858,82.15,67,20,8.05,few clouds
495,Teguise,ES,29.0605,-13.564,59.22,63,40,18.41,scattered clouds
496,Sorong,ID,-0.8833,131.25,83.52,75,90,9.37,overcast clouds
497,Najran,SA,17.4924,44.1277,57.85,46,63,6.29,broken clouds
498,Natal,BR,-5.795,-35.2094,79.45,73,20,12.66,few clouds
499,The Valley,AI,18.217,-63.0578,76.1,68,0,18.1,clear sky
500,Khorixas,NA,-20.3667,14.9667,65.95,45,49,4.65,scattered clouds
501,Campana,AR,-34.1687,-58.9591,77.11,82,6,6.06,clear sky
502,Yurga,RU,55.7231,84.8861,-6.81,100,87,2.35,overcast clouds
503,Glens Falls,US,43.3095,-73.644,18.18,64,20,1.99,few clouds
504,Lixourion,GR,38.2019,20.4314,48.74,52,2,10.27,clear sky
505,Balykshi,KZ,47.0667,51.8667,19.4,63,40,13.42,scattered clouds
506,Samana,DO,19.2056,-69.3369,75.18,68,52,11.81,broken clouds
507,Saint-Joseph,RE,-21.3667,55.6167,75.58,85,83,11.52,light rain
508,Cativa,PA,9.3606,-79.8436,77.43,78,56,8.01,broken clouds
509,Goya,AR,-29.14,-59.2626,77.13,30,0,5.5,clear sky
510,Vanimo,PG,-2.6741,141.3028,83.59,74,93,4.59,overcast clouds
511,Disna,BY,55.568,28.1971,30.22,81,100,11.81,overcast clouds
512,Popondetta,PG,-8.7537,148.2534,79.12,91,100,1.39,overcast clouds
513,Kununurra,AU,-15.7667,128.7333,87.78,70,40,6.91,scattered clouds
514,Pervomayskiy,RU,53.2485,40.2871,18.93,94,60,7.02,broken clouds
515,Pomabamba,PE,-8.8333,-77.4667,52.27,76,100,3.8,overcast clouds
516,Trelew,AR,-43.249,-65.3051,61.52,53,0,18.28,clear sky
517,Barahona,DO,18.2085,-71.1008,74.03,80,11,4.05,few clouds
518,Phalia,PK,32.4297,73.5775,50.86,53,17,3.71,few clouds
519,Oeiras Do Para,BR,-2.0031,-49.8544,73.76,95,89,2.89,overcast clouds
520,Manaure,CO,11.7751,-72.4445,75.79,77,5,14.61,clear sky
521,Magistralnyy,RU,56.1725,107.4458,-1.93,92,97,4.18,overcast clouds
522,General Roca,AR,-39.0333,-67.5833,67.62,63,18,5.08,few clouds
523,Korla,CN,41.7597,86.1469,20.28,79,80,0.56,broken clouds
524,Sovetskiy,RU,61.3614,63.5842,15.98,95,97,7.67,overcast clouds
525,Otavi,NA,-19.65,17.3333,66.36,84,100,2.04,overcast clouds
526,Veinticinco De Mayo,AR,-35.4323,-60.1727,72.99,77,2,8.05,clear sky
527,Margate,GB,51.3813,1.3862,40.69,77,90,4.0,overcast clouds
528,Vostok,RU,46.4856,135.8833,8.78,74,100,3.31,overcast clouds
529,Kieta,PG,-6.2167,155.6333,85.12,69,82,6.8,light rain
530,Ambovombe,MG,-25.1667,46.0833,71.37,79,99,15.82,overcast clouds
531,Decatur,US,39.8403,-88.9548,17.8,57,0,5.75,clear sky
532,Wahlern,CH,46.8281,7.3532,32.36,76,0,5.75,clear sky
533,Burnie,AU,-41.0667,145.9167,64.94,41,32,14.07,scattered clouds
534,Turukhansk,RU,65.8167,87.9833,2.64,96,98,9.64,overcast clouds
535,Rio Grande,BR,-32.035,-52.0986,74.43,83,0,2.71,clear sky
536,Yilan,TW,24.757,121.753,74.01,43,0,2.59,clear sky
537,Hit,IQ,33.6416,42.8251,49.82,66,5,7.78,clear sky
538,Bodden Town,KY,19.2833,-81.25,78.93,85,20,6.91,few clouds
539,Praya,CV,14.9215,-23.5087,70.34,73,40,18.41,scattered clouds
540,Mareeba,AU,-17.0,145.4333,81.32,97,100,3.13,moderate rain
541,Miles City,US,46.4083,-105.8406,25.77,58,0,5.75,clear sky
542,Fergus,US,47.3,-109.2674,27.61,83,96,3.83,overcast clouds
543,Smithers,CA,54.7804,-127.1743,23.32,93,100,0.0,light snow
544,Tembisa,ZA,-25.9964,28.2268,65.3,97,98,4.32,moderate rain
545,Kalianget,ID,-7.05,113.9333,83.16,75,100,10.16,overcast clouds
546,La Solana,ES,38.9442,-3.2381,34.29,54,0,3.02,clear sky
547,Manggar,ID,-2.8833,108.2667,83.91,71,99,8.1,overcast clouds
548,Valparaiso,CL,-33.0393,-71.6273,58.64,94,0,4.61,clear sky
549,Genhe,CN,50.7833,121.5167,1.53,89,96,3.38,overcast clouds
550,Nago,JP,26.5881,127.9761,70.65,59,6,12.17,clear sky
551,Mitu,CO,1.1983,-70.1733,73.11,70,57,2.33,broken clouds
552,Dalvik,IS,65.9702,-18.5286,30.13,95,100,11.36,snow
553,Kungurtug,RU,50.5994,97.5228,-0.22,88,23,1.07,few clouds
554,Puerto Cabezas,NI,14.0351,-83.3888,74.97,88,8,11.56,clear sky
555,Terra Santa,BR,-2.1042,-56.4869,72.75,91,100,2.35,overcast clouds
556,Coahuayana,MX,18.7333,-103.6833,69.21,91,7,2.15,clear sky
557,Sorland,NO,67.667,12.6934,35.46,65,48,7.4,scattered clouds
558,Skjervoy,NO,70.0311,20.9714,26.6,73,100,2.39,light snow
559,Chifeng,CN,42.2683,118.9636,18.21,25,0,23.15,clear sky
560,Rorvik,NO,64.8621,11.2373,32.11,93,75,2.3,broken clouds
561,Barcelos,PT,41.5388,-8.6151,45.68,74,52,4.45,broken clouds
562,Big Spring,US,32.2504,-101.4787,24.24,90,40,4.61,scattered clouds
563,Broome,US,42.2506,-75.833,20.46,80,0,5.75,clear sky
564,Laguna,US,38.421,-121.4238,50.29,50,0,5.75,clear sky
565,Ambikapur,IN,23.1167,83.2,59.94,57,2,6.64,clear sky
566,De-Kastri,RU,51.4667,140.7833,3.58,80,19,3.53,few clouds
567,Calama,CL,-22.4667,-68.9333,59.49,67,0,16.11,clear sky
568,Verkhnetulomskiy,RU,68.6073,31.7962,17.73,97,100,1.83,light snow
569,Olafsvik,IS,64.8945,-23.7142,30.52,83,100,17.11,light snow
570,San Angelo,US,31.4638,-100.437,26.82,89,100,8.05,overcast clouds
571,Malakal,SS,9.5334,31.6605,77.49,17,4,6.73,clear sky
572,Sainte-Maxime,FR,43.3,6.6333,43.18,62,81,6.51,broken clouds
573,Asyut,EG,27.181,31.1837,48.02,62,0,6.13,clear sky
574,Baruun-Urt,MN,46.6806,113.2792,-0.92,77,3,7.52,clear sky
575,Esna,EG,25.2934,32.554,50.77,54,0,6.24,clear sky
576,Ati,TD,13.2154,18.3353,70.57,22,59,12.66,broken clouds
577,Sterling,US,39.0062,-77.4286,36.39,91,100,8.01,light intensity drizzle
578,Mercedes,AR,-34.6515,-59.4307,75.78,82,80,6.62,broken clouds
579,Kaduqli,SD,11.0167,29.7167,73.11,18,53,6.85,broken clouds
580,Aswan,EG,24.0934,32.907,52.27,47,4,8.84,clear sky
581,Bressanone,IT,46.715,11.656,36.19,90,7,2.77,clear sky
582,Jiangyou,CN,31.7667,104.7167,61.09,32,3,2.37,clear sky
583,Nouakchott,MR,18.0858,-15.9785,60.73,45,36,11.41,scattered clouds
584,Orahovac,XK,42.3994,20.6547,33.66,67,15,0.45,few clouds
585,Namie,JP,37.4833,141.0,51.98,28,14,1.01,few clouds
586,Vallenar,CL,-28.5708,-70.7581,69.12,61,4,2.51,clear sky
587,Mehamn,NO,71.0357,27.8492,33.71,80,75,20.71,light snow
588,Nagua,DO,19.3832,-69.8474,73.78,75,53,9.86,broken clouds
589,Ahipara,NZ,-35.1667,173.1667,73.33,77,100,8.9,overcast clouds
590,Fukue,JP,32.6881,128.8419,61.16,63,75,11.5,broken clouds
591,Sinjar,IQ,36.3209,41.8754,41.72,87,62,2.26,broken clouds
592,Meulaboh,ID,4.1363,96.1285,78.49,74,100,3.74,overcast clouds
593,Diffa,NE,13.3154,12.6113,71.08,18,100,9.62,overcast clouds
594,Orbetello,IT,42.4408,11.2196,33.82,77,90,5.01,overcast clouds
595,Umba,RU,66.6871,34.3429,10.65,97,99,5.7,overcast clouds
596,Tarko-Sale,RU,64.9225,77.785,7.38,93,100,17.16,overcast clouds
597,Birin,NP,26.8865,88.0718,58.5,44,0,3.53,clear sky
598,Buraydah,SA,26.326,43.975,54.05,55,41,8.25,scattered clouds
599,Mubi,NG,10.2676,13.2644,70.39,23,100,3.42,overcast clouds
600,Saint-Leu,RE,-21.15,55.2833,76.06,79,57,11.92,broken clouds
601,Seminole,US,28.7086,-81.2081,73.67,88,0,4.61,clear sky
602,Luwuk,ID,-0.9516,122.7875,85.3,72,88,1.23,overcast clouds
603,Oranjemund,NA,-28.55,16.4333,62.56,94,65,4.56,broken clouds
604,Novobessergenevka,RU,47.1847,38.8462,34.47,81,91,2.46,overcast clouds
605,Rethimnon,GR,35.3647,24.4714,46.2,74,92,22.79,overcast clouds
606,Chiang Rai,TH,19.9167,99.9167,71.31,100,52,2.3,mist
607,Payson,US,40.0444,-111.7321,15.37,74,0,1.01,clear sky
608,Pucara,PE,-15.9803,-71.4606,38.84,95,100,6.76,overcast clouds
609,Leningradskiy,RU,69.3833,178.4167,5.94,96,100,9.53,overcast clouds
610,Manzanillo,CU,20.3433,-77.1167,73.74,79,8,13.47,clear sky
611,Kidal,ML,18.4411,1.4078,62.4,11,49,8.63,scattered clouds
612,Bria,CF,6.5423,21.9863,71.92,33,0,1.05,clear sky
613,Tomohon,ID,1.3346,124.8392,74.34,68,45,5.5,scattered clouds
614,Lamar,US,33.6668,-95.5836,26.51,91,100,10.36,overcast clouds
615,Ler,SS,8.3018,30.1418,77.02,20,5,2.73,clear sky
616,Kaliua,TZ,-5.0606,31.7936,61.75,96,82,2.68,light rain
617,Novyy Urengoy,RU,66.0833,76.6333,7.84,94,100,17.45,overcast clouds
618,Chabahar,IR,25.2919,60.643,65.46,66,0,6.76,clear sky
619,Sehithwa,BW,-20.4667,22.7167,66.6,91,100,4.76,overcast clouds
620,Nam Som,TH,17.7704,102.1895,69.1,28,6,2.01,clear sky
621,Maragogi,BR,-9.0122,-35.2225,77.09,83,54,7.0,light rain
622,Wageningen,NL,51.9667,5.6667,44.85,81,75,11.5,broken clouds
623,Krasnokamensk,RU,50.0979,118.0369,-1.71,81,3,5.79,clear sky
624,Sabha,LY,27.0377,14.4283,43.34,46,0,5.97,clear sky
625,Zhigansk,RU,66.7697,123.3711,-19.71,99,100,5.32,light snow
626,Vestmanna,FO,62.1564,-7.1664,37.67,80,95,24.63,light rain
627,Berlevag,NO,70.8578,29.0864,33.75,75,100,27.63,light snow
628,Mugumu,TZ,-1.85,34.7,59.97,72,52,3.96,broken clouds
629,Pasco,US,28.292,-82.4165,71.22,76,6,4.34,clear sky
630,Muisne,EC,0.6,-80.0333,75.97,88,44,3.83,scattered clouds
631,Nome,US,64.5011,-165.4064,23.07,93,100,0.0,light snow
632,Shar,KZ,49.5886,81.0453,14.72,87,100,11.12,light snow
633,Tautira,PF,-17.7333,-149.15,81.05,76,17,14.81,light rain
634,Sarangani,PH,5.4033,125.4636,81.57,78,25,22.15,scattered clouds
635,Miramar,US,25.9873,-80.2323,77.02,82,0,6.91,clear sky
636,Northam,GB,51.0333,-4.2167,46.62,81,12,19.19,few clouds
637,Aneza,GR,39.0867,20.9233,42.75,64,0,4.54,clear sky
638,Forest,US,37.3638,-79.2897,42.04,95,100,8.05,mist
639,Aracatuba,BR,-21.2089,-50.4328,71.24,90,100,1.3,moderate rain
640,Wakkanai,JP,45.4094,141.6739,22.98,86,75,6.91,broken clouds
641,High Level,CA,58.5169,-117.136,-2.09,78,0,9.22,clear sky
642,Enid,US,36.3956,-97.8784,23.16,61,0,0.0,clear sky
643,Kaeo,NZ,-35.1,173.7833,74.16,75,98,8.01,overcast clouds
644,Surskoye,RU,54.4821,46.7214,26.56,96,99,8.12,overcast clouds
645,Dalmatovo,RU,56.26,62.9362,19.08,88,98,7.11,overcast clouds
646,Borba,BR,-4.3878,-59.5939,72.93,97,89,2.37,light rain
647,Fort Nelson,CA,58.8053,-122.7002,4.59,85,100,6.91,light snow
648,Hvide Sande,DK,56.0045,8.1294,42.1,83,100,32.77,light rain
649,Aguimes,ES,27.9054,-15.4461,57.83,67,20,11.5,few clouds
650,Praia,CV,14.9215,-23.5087,70.34,73,40,18.41,scattered clouds
651,Cefalu,IT,38.0386,14.0229,49.53,67,5,1.99,clear sky
652,Shimanovsk,RU,52.0,127.7,3.58,75,17,12.1,few clouds
653,Ternate,ID,0.8,127.4,84.52,69,44,6.96,scattered clouds
654,Puerto El Triunfo,SV,13.2833,-88.55,77.92,66,3,3.36,clear sky
655,Bathsheba,BB,13.2167,-59.5167,74.01,83,20,9.22,few clouds
656,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,77.27,83,63,7.54,broken clouds
657,Vannes,FR,47.8333,-2.5,39.81,89,20,6.46,few clouds
658,Kharovsk,RU,59.9642,40.1912,24.33,90,93,8.63,overcast clouds
659,Mastung,PK,29.7994,66.845,42.3,42,0,2.68,clear sky
660,Altay,CN,47.8667,88.1167,15.89,62,100,4.9,overcast clouds
661,Kargasok,RU,59.0556,80.8572,-3.32,99,26,5.59,scattered clouds
662,La Ciotat,FR,43.1748,5.6045,47.8,63,59,11.32,broken clouds
663,Yeppoon,AU,-23.1333,150.7333,83.98,69,91,7.45,moderate rain
664,Anori,BR,-3.7728,-61.6442,72.75,98,94,2.51,overcast clouds
665,Tuburan,PH,6.6439,122.2736,86.09,77,16,6.2,few clouds
666,Sfantu Gheorghe,RO,45.8667,25.7833,26.26,96,96,4.83,overcast clouds
667,Goma,CD,-1.6792,29.2228,60.6,82,20,3.02,light rain
668,Dunedin,NZ,-45.8742,170.5036,64.8,99,100,3.0,overcast clouds
669,Sompeta,IN,18.9333,84.6,77.07,51,60,7.38,broken clouds
670,Tongling,CN,30.95,117.7833,58.03,37,0,10.33,clear sky
671,Ukiah,US,39.1502,-123.2078,49.89,45,0,1.01,clear sky
672,Ewa Beach,US,21.3156,-158.0072,83.57,68,20,8.05,few clouds
673,Korba,IN,22.35,82.6833,65.66,52,8,7.94,clear sky
674,Edmond,US,35.6528,-97.4781,23.31,57,100,1.99,overcast clouds
675,Wamba,NG,8.9333,8.6,74.25,19,93,4.54,overcast clouds
676,Bogande,BF,12.9714,-0.1436,71.73,7,100,8.77,overcast clouds
677,Liwale,TZ,-9.7667,37.9333,67.89,99,6,2.62,light rain
678,Okahandja,NA,-21.9833,16.9167,69.03,51,100,3.51,overcast clouds
679,Mangrol,IN,21.1167,70.1167,65.5,47,80,14.0,broken clouds
680,Oranjestad,AW,12.524,-70.027,78.75,78,20,9.22,few clouds
681,Udachnyy,RU,66.4167,112.4,-34.22,100,74,4.94,broken clouds
682,Gayny,RU,60.3071,54.3241,27.91,89,100,10.51,overcast clouds
683,Kuching,MY,1.55,110.3333,82.26,84,40,3.44,scattered clouds
684,Tarboro,US,35.8968,-77.5358,55.78,100,100,0.0,fog
685,Tiverton,GB,50.9,-3.4833,46.06,83,75,8.05,broken clouds
686,Bosaso,SO,11.2842,49.1816,71.33,73,22,5.44,few clouds
687,Riyadh,SA,24.6877,46.7219,60.94,36,30,9.75,scattered clouds
